def(MAIN),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(DEBUG),
def(NBDEBUG),
def(WIN32),
True,
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
