!def(PROTO),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
True,
