(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
def(FEAT_GUI_W32),
!def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(RISCOS),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(EBCDIC),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(NOIME)),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
True,
def(NBDEBUG),
def(FEAT_DND),
def(DEBUG),
