!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
!def(FEAT_MBYTE),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
