def(FEAT_GUI_GTK),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(DEBUG),
def(NBDEBUG),
def(RISCOS),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(WSDEBUG),
!def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(PROTO),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
