!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
True,
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(PROTO),
def(PROTO),
def(NBDEBUG),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
