def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(PROTO),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
