def(__MINT__),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(PROTO),
!def(UNIX),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_MBYTE),
def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FLOAT),
def(FEAT_JOB_CHANNEL),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(WIN32),
def(_WIN32),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
