def(WSDEBUG),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(_WIN32),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(MAIN),
!def(FEAT_GUI_W32),
True,
!def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
