def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(PROTO),
True,
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
