def(WSDEBUG),
def(__MINT__),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(WIN32),
def(_WIN32),
True,
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(MAIN),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
