def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
True,
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
