!def(INET_SOCKETS),
def(NBDEBUG),
True,
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(__MINT__),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(MAIN),
def(WIN32),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
