def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(__MINT__),
def(NBDEBUG),
def(DEBUG),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL_GUI),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WIN32),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(PROTO),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
