def(MAIN),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(LESSTIF_VERSION),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
True,
def(PROTO),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
