def(FEAT_BEVAL_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(_WIN32),
def(WIN32),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(MAIN),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(INET_SOCKETS),
