def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_BEVAL),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
True,
def(LESSTIF_VERSION),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(PROTO),
!def(NO_CONSOLE),
