def(MAIN),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WSDEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(WIN32),
def(__MINT__),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI),
def(_WIN32),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
