def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(__MINT__),
!def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
True,
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(DEBUG),
def(PROTO),
def(MAIN),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
