!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
!def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(PROTO),
True,
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
