!def(INET_SOCKETS),
def(FEAT_GUI),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(PROTO),
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(LESSTIF_VERSION),
