!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(DEBUG),
def(WSDEBUG),
True,
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
