def(MAIN),
def(INET_SOCKETS),
def(FEAT_GUI),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(__MINT__),
def(FEAT_GUI_GTK),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(LESSTIF_VERSION),
def(_WIN32),
