def(PROTO),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
True,
def(FEAT_TOOLBAR),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(MAIN),
def(FEAT_BEVAL),
def(_WIN32),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
