!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
True,
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
