def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(__BORLANDC__),
def(NBDEBUG),
!def(PROTO),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG),
True,
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
