!def(NO_CONSOLE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(WIN32),
def(PROTO),
def(FEAT_GUI),
def(WSDEBUG),
def(NBDEBUG),
def(MAIN),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
