(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(__MINT__),
True,
def(MAIN),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
