def(WSDEBUG_TRACE),
def(DEBUG),
def(_WIN32),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(__MINT__),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(MAIN),
def(PROTO),
True,
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
