def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_MBYTE),
True,
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
