def(FEAT_GUI),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(__MINT__),
def(FEAT_GUI_W32),
def(WIN32),
def(FEAT_MBYTE),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(DEBUG),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
True,
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
