def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
True,
!def(NO_CONSOLE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(DEBUG),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
