def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
!def(PROTO),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(RISCOS),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
!def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(LESSTIF_VERSION),
True,
!def(RISCOS),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(PROTO),
def(DEBUG),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
