def(__BORLANDC__),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
True,
def(NBDEBUG),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_GUI),
