!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
True,
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(DEBUG),
def(INET_SOCKETS),
!def(PROTO),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
