def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
True,
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(PROTO),
def(NBDEBUG),
