def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
!def(RISCOS),
True,
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(RISCOS),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(DEBUG),
