(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(DEBUG),
def(WSDEBUG_SENSE),
def(__MINT__),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(PROTO),
True,
def(LESSTIF_VERSION),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_BEVAL),
def(MAIN),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
