def(WSDEBUG),
!def(INET_SOCKETS),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
True,
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(MAIN),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_GUI_W32),
