def(MAIN),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
True,
def(__MINT__),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_PROFILE),
