def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI),
