(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_MBYTE),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(DEBUG),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(EBCDIC),
!def(WIN64),
!def(FEAT_MBYTE),
!def(FEAT_GUI_MOTIF),
def(FEAT_GUI_W32),
def(FEAT_GUI_MOTIF),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(RISCOS),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(WIN64),
True,
def(FEAT_GUI),
!def(FEAT_BEVAL),
