def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(WSDEBUG),
True,
def(FEAT_BEVAL),
def(__BORLANDC__),
def(PROTO),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
