(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(__MINT__),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(WIN32),
def(NBDEBUG),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
def(PROTO),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_MBYTE),
True,
