!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
True,
!def(NO_CONSOLE),
!def(PROTO),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(PROTO),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(NBDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
