!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(NBDEBUG),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(PROTO),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_W32),
True,
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
!def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
