!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_FKMAP),
def(WIN32),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(_WIN32),
True,
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
