def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI),
True,
def(FEAT_BEVAL),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(PROTO),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(WSDEBUG),
