def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
True,
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
