def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(PROTO),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_PROFILE),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
True,
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
