def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(PROTO),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_W32),
True,
def(MCH_WRITE_DUMP),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
