def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(RISCOS),
!def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
True,
!def(RISCOS),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(PROTO),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
