def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MAIN),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(WIN32),
def(_WIN32),
def(FEAT_TOOLBAR),
def(DEBUG),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
