def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL_GUI),
def(__MINT__),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(MAIN),
def(_WIN32),
!def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(ABORT_ON_INTERNAL_ERROR),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
!def(INET_SOCKETS),
def(PROTO),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
!def(FEAT_PROFILE),
True,
def(DEBUG),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
def(UNIX),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
