def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG_SENSE),
