def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_BEVAL),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(__BORLANDC__),
def(PROTO),
!def(FEAT_GUI_GTK),
