!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
True,
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(PROTO),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(__BORLANDC__),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
