!def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_MBYTE),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
True,
!def(FEAT_RIGHTLEFT),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
