def(WSDEBUG),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(INET_SOCKETS),
!def(PROTO),
def(MCH_WRITE_DUMP),
!def(FEAT_RIGHTLEFT),
True,
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
