def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
True,
def(FEAT_CLIPBOARD),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
