def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(PROTO),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_FLOAT),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(INET_SOCKETS),
def(MAIN),
True,
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_FLOAT),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(PROTO),
