def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(_WIN32),
True,
def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(MAIN),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
!def(NO_CONSOLE),
def(NBDEBUG),
def(WIN32),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
