def(WSDEBUG_TRACE),
def(NBDEBUG),
def(PROTO),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
