def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(PROTO),
!def(FEAT_EMACS_TAGS),
True,
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(DEBUG),
def(WIN32),
def(FEAT_EMACS_TAGS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(_WIN32),
def(INET_SOCKETS),
!def(NO_CONSOLE),
